ID đơn hàng,ID sản phẩm,Tên sản phẩm,Sku,Id Sku,Sku người bán,Giá,Payment Amount,Đơn vị tiền tệ,Số lượng,Phương thức thanh toán,Trạng thái đơn hàng,Tên người dùng nhà sáng tạo,Loại nội dung,Id nội dung,commission model,Tỷ lệ khấu trừ Thuế TNCN,Thuế TNCN ước tính,Thuế TNCN thực tế ,Tỷ lệ hoa hồng tiêu chuẩn,Cơ sở hoa hồng ước tính,Thanh toán hoa hồng tiêu chuẩn ước tính,Cơ sở hoa hồng thực tế,Thanh toán hoa hồng thực tế,Tỷ lệ hoa hồng Quảng cáo cửa hàng,Thanh toán hoa hồng Quảng cáo cửa hàng ước tính,Thanh toán hoa hồng Quảng cáo cửa hàng thực tế,Thưởng đồng chi trả cho nhà sáng tạo ước tính,Thưởng đồng chi trả cho nhà sáng tạo thực tế,Trả hàng & hoàn tiền,Hoàn tiền,Thời gian đã tạo,Thời gian thanh toán,Thời gian sẵn sàng vận chuyển,Order Delivery Time,Thời gian hoàn thành đơn hàng,Thời gian hoa hồng đã thanh toán,Platform,agreement_type
580759948494275961,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ A- Đen, XS",1731840098899756600,,209000,275200,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,10,209000,20900,,,,,,,,0,0,14/10/2025 01:03:10,16/10/2025 23:04:29,14/10/2025 01:03:11,16/10/2025 23:04:29,,19/10/2025 10:45:23,TTS,Open/Target Collaboration
580759951886287893,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ T- Đen, M",1731840122178078264,,179760,444760,VND,2,Không áp dụng thanh toán khi giao hàng,Đang xử lý,lamyeumeynhattrandoi,Video,7550298046932765970,fixed commission,,,,10,359520,35952,,,,,,,,0,0,14/10/2025 01:04:24,14/10/2025 01:04:59,14/10/2025 01:04:59,17/10/2025 10:55:05,,20/10/2025 11:00:00,TTS,Open/Target Collaboration
580759972153099450,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ A- Đen, S",1731840098899822136,,179760,262600,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,10,179760,17976,,,,,,,,0,0,14/10/2025 01:07:34,17/10/2025 14:36:07,14/10/2025 01:07:35,17/10/2025 14:36:07,,20/10/2025 11:07:52,TTS,Open/Target Collaboration
580759972153099450,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ H- Đen, S",1731840098901132856,,175560,262600,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,10,175560,17556,,,,,,,,0,0,14/10/2025 01:07:34,17/10/2025 14:36:07,14/10/2025 01:07:35,17/10/2025 14:36:07,,20/10/2025 11:07:52,TTS,Open/Target Collaboration
580760207021081768,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ K -Trắng, L",1731954461919315512,,184040,271200,VND,1,Thanh toán khi giao hàng,Đang xử lý,lamyeumeynhattrandoi,Video,7559584920985718023,fixed commission,,,,10,184040,18404,,,,,,,,0,0,14/10/2025 02:15:50,15/10/2025 17:39:33,14/10/2025 02:15:51,15/10/2025 17:39:33,,18/10/2025 09:24:36,TTS,Open/Target Collaboration
580760387563980670,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ V- Đen, L",1731840122177816120,,175560,260100,VND,1,Thanh toán khi giao hàng,Đang xử lý,duwn216,Video,7560696188341603605,fixed commission,,,,10,175560,17556,,,,,,,,0,0,14/10/2025 03:37:02,17/10/2025 19:15:03,14/10/2025 03:37:03,17/10/2025 19:15:03,,20/10/2025 11:53:35,TTS,Open/Target Collaboration
580760387563980670,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ D- Trắng, XL",1731840098897069624,,179760,260100,VND,1,Thanh toán khi giao hàng,Đang xử lý,duwn216,Video,7560696188341603605,fixed commission,,,,10,179760,17976,,,,,,,,0,0,14/10/2025 03:37:02,17/10/2025 19:15:03,14/10/2025 03:37:03,17/10/2025 19:15:03,,20/10/2025 11:53:35,TTS,Open/Target Collaboration
580760448576816179,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ T- Trắng, XS",1731840098899428920,,179740,285000,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,sun.thichngu,Chương trình Lưu lượng truy cập bên ngoài,,fixed commission,,,,8,179740,14379,,,,,,,,0,0,14/10/2025 04:07:48,14/10/2025 04:07:50,14/10/2025 04:07:50,16/10/2025 13:29:24,,19/10/2025 12:15:04,TTS,Open/Target Collaboration
580760479752488528,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ H- Đen, XS",1731840098901067320,,214000,264700,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,khainhung61,Video,7559929358131940626,fixed commission,,,,,214000,,,,5,10700,,,,0,0,14/10/2025 04:16:01,14/10/2025 04:16:06,14/10/2025 04:16:07,15/10/2025 11:50:57,,18/10/2025 09:01:48,TTS,Open/Target Collaboration
580760480016008784,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ N- Đen, S",1731840122176702008,,184040,280200,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,khainhung61,Video,7559929358131940626,fixed commission,,,,,184040,,,,5,9202,,,,0,0,14/10/2025 04:18:28,14/10/2025 04:18:31,14/10/2025 04:18:32,15/10/2025 16:01:18,,18/10/2025 07:57:14,TTS,Open/Target Collaboration
580761344965706769,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ N- Trắng, L",1731840098898314808,,209000,259000,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,linhmlem99,Video,7559454938611420436,fixed commission,,,,8,209000,16720,,,,,,,,0,0,14/10/2025 07:08:57,14/10/2025 07:09:00,14/10/2025 07:09:00,15/10/2025 11:00:33,,18/10/2025 10:40:13,TTS,Open/Target Collaboration
580761693500703943,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ T- Đen, L",1731840122178143800,,214000,260150,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,,214000,,,,5,10700,,,,0,0,14/10/2025 07:50:13,15/10/2025 22:59:36,14/10/2025 07:50:14,15/10/2025 22:59:36,,18/10/2025 08:30:45,TTS,Open/Target Collaboration
580761693500703943,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ N- Đen, M",1731840122176767544,,214000,260150,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,,214000,,,,5,10700,,,,0,0,14/10/2025 07:50:13,15/10/2025 22:59:36,14/10/2025 07:50:14,15/10/2025 22:59:36,,18/10/2025 08:30:45,TTS,Open/Target Collaboration
580761734418761151,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ P-Trắng, L",1731840098898970168,,184040,275300,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,10,184040,18404,,,,,,,,0,0,14/10/2025 07:54:36,15/10/2025 17:09:26,14/10/2025 07:54:37,15/10/2025 17:09:26,,18/10/2025 10:27:24,TTS,Open/Target Collaboration
580761948204598729,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ L- Trắng, S",1731840098897528376,,209000,260100,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,10,209000,20900,,,,,,,,0,0,14/10/2025 08:20:09,17/10/2025 18:41:59,14/10/2025 08:20:10,17/10/2025 18:41:59,,20/10/2025 08:10:04,TTS,Open/Target Collaboration
580761948204598729,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ Đ- Trắng, L",1732018566856410680,,209000,260100,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,10,209000,20900,,,,,,,,0,0,14/10/2025 08:20:09,17/10/2025 18:41:59,14/10/2025 08:20:10,17/10/2025 18:41:59,,20/10/2025 08:10:04,TTS,Open/Target Collaboration
580761987785918115,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ H- Đen, S",1731840098901132856,,184040,275300,VND,1,Thanh toán khi giao hàng,Đang xử lý,unmevn33,Video,7543157892023651602,fixed commission,,,,8,184040,14723,,,,,,,,0,0,14/10/2025 08:25:17,16/10/2025 14:30:07,14/10/2025 08:25:18,16/10/2025 14:30:07,,19/10/2025 10:43:31,TTS,Open/Target Collaboration
580762202385253410,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ T- Đen, S",1731840122178012728,,214000,285000,VND,1,Thanh toán khi giao hàng,Đang xử lý,gjcungconhacacfen,Video,7556188116977995016,fixed commission,,,,8,214000,17120,,,,,,,,0,0,14/10/2025 08:46:12,17/10/2025 16:11:44,14/10/2025 08:46:13,17/10/2025 16:11:44,,20/10/2025 07:29:45,TTS,Open/Target Collaboration
580762397909091422,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ M- Đen, L",1731840122176505400,,209000,285000,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7547333061441064200,fixed commission,,,,,209000,,,,5,10450,,,,0,0,14/10/2025 09:06:27,17/10/2025 19:34:29,14/10/2025 09:06:28,17/10/2025 19:34:29,,20/10/2025 09:01:40,TTS,Open/Target Collaboration
580762429131359234,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ N- Đen, XL",1731840122176898616,,214000,258100,VND,1,Thanh toán khi giao hàng,Đang xử lý,lamyeumeynhattrandoi,Video,7550298046932765970,fixed commission,,,,,214000,,,,5,10700,,,,0,0,14/10/2025 09:08:26,16/10/2025 00:43:22,14/10/2025 09:08:27,16/10/2025 00:43:22,,18/10/2025 09:41:34,TTS,Open/Target Collaboration
580762429131359234,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ T- Đen, M",1731840122178078264,,214000,258100,VND,1,Thanh toán khi giao hàng,Đang xử lý,lamyeumeynhattrandoi,Video,7550298046932765970,fixed commission,,,,,214000,,,,5,10700,,,,0,0,14/10/2025 09:08:26,16/10/2025 00:43:22,14/10/2025 09:08:27,16/10/2025 00:43:22,,18/10/2025 09:41:34,TTS,Open/Target Collaboration
580762472911046590,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ C- Đen, M",1731840098900543032,,203300,265000,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,chile17081997,Trưng bày,,fixed commission,,,,8,203300,16264,,,,,,,,0,0,14/10/2025 09:11:23,14/10/2025 09:11:29,14/10/2025 09:11:29,16/10/2025 12:00:34,,19/10/2025 12:02:08,TTS,Open/Target Collaboration
580762472911046590,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ D- Đen, M",1731840098900870712,,198550,265000,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,chile17081997,Trưng bày,,fixed commission,,,,8,198550,15884,,,,,,,,0,0,14/10/2025 09:11:23,14/10/2025 09:11:29,14/10/2025 09:11:29,16/10/2025 12:00:34,,19/10/2025 12:02:08,TTS,Open/Target Collaboration
580762553523405859,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ V -Trắng, S",1731840098899166776,,175560,265000,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7557398918833753362,fixed commission,0,0,0,10,175560,17556,,,,,,,,0,0,14/10/2025 09:19:09,,14/10/2025 09:19:10,,,,TTS,Open/Target Collaboration
580762553523405859,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ V- Đen, L",1731840122177816120,,166782,265000,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7557398918833753362,fixed commission,0,0,0,10,166782,16678,,,,,,,,0,0,14/10/2025 09:19:09,,14/10/2025 09:19:10,,,,TTS,Open/Target Collaboration
580762868253624091,1729714121008056888,"Áo thun cặp đôi BY.DUNI nam nữ form rộng Local Brand unisex, áo cặp quà tặng bạn thân vải cotton FALL IN LOVE FULL BOX","Tim Xanh - Đen, M (55kg-69kg)",1729714121008187960,,163088,364280,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,tiemdodoi.duni,Video,7496731473291070738,fixed commission,,,,,163088,,,,,,,,,0,0,14/10/2025 09:48:08,14/10/2025 09:48:31,14/10/2025 09:48:32,17/10/2025 12:31:49,,20/10/2025 08:50:36,TTS,Open/Target Collaboration
580762868253624091,1729714121008056888,"Áo thun cặp đôi BY.DUNI nam nữ form rộng Local Brand unisex, áo cặp quà tặng bạn thân vải cotton FALL IN LOVE FULL BOX","Tim Đỏ - Đen, L (70kg-90kg)",1729714125796248120,,163088,364280,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,tiemdodoi.duni,Video,7496731473291070738,fixed commission,,,,,163088,,,,,,,,,0,0,14/10/2025 09:48:08,14/10/2025 09:48:31,14/10/2025 09:48:32,17/10/2025 12:31:49,,20/10/2025 08:50:36,TTS,Open/Target Collaboration
580762868253624091,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ C- Trắng, S",1731840098896545336,,171283,254520,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,10,171283,17128,,,,,,,,0,0,14/10/2025 09:48:08,14/10/2025 09:48:31,14/10/2025 09:48:32,17/10/2025 12:31:49,,20/10/2025 08:50:36,TTS,Open/Target Collaboration
580762868253624091,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ T- Trắng, L",1731840098899625528,,175381,254520,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,10,175381,17538,,,,,,,,0,0,14/10/2025 09:48:08,14/10/2025 09:48:31,14/10/2025 09:48:32,17/10/2025 12:31:49,,20/10/2025 08:50:36,TTS,Open/Target Collaboration
580763011201664297,1731845650785863224,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG ABCD","OVS-T.Chữ T- Be, M",1731845890956297784,,192600,285000,VND,1,Thanh toán khi giao hàng,Đang xử lý,unmevn33,Video,7535771952175238418,fixed commission,,,,,192600,,,,3,5778,,,,0,0,14/10/2025 10:00:29,17/10/2025 10:18:33,14/10/2025 10:00:30,17/10/2025 10:18:33,,20/10/2025 10:40:01,TTS,Open/Target Collaboration
580763061505787645,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ T- Trắng, S",1731840098899494456,,184040,285000,VND,1,Thanh toán khi giao hàng,Đang xử lý,lamyeumeynhattrandoi,Video,7550298046932765970,fixed commission,,,,10,184040,18404,,,,,,,,0,0,14/10/2025 10:08:02,16/10/2025 14:13:52,14/10/2025 10:08:04,16/10/2025 14:13:52,,19/10/2025 12:00:45,TTS,Open/Target Collaboration
580763311327839939,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ B- Đen, S",1731840098900149816,,179760,258100,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,unmevn33,Video,7543157892023651602,fixed commission,,,,8,179760,14381,,,,,,,,0,0,14/10/2025 10:28:55,14/10/2025 10:29:01,14/10/2025 10:29:03,15/10/2025 10:54:44,,18/10/2025 10:45:56,TTS,Open/Target Collaboration
580763311327839939,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ N- Đen, S",1731840122176702008,,179760,258100,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,unmevn33,Video,7543157892023651602,fixed commission,,,,8,179760,14381,,,,,,,,0,0,14/10/2025 10:28:55,14/10/2025 10:29:01,14/10/2025 10:29:03,15/10/2025 10:54:44,,18/10/2025 10:45:56,TTS,Open/Target Collaboration
580763333178852564,1731845650785863224,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG ABCD","OVS-T.Chữ G- BE, L",1731954333435332152,,214000,262600,VND,1,Thanh toán khi giao hàng,Đang xử lý,duwn216,Video,7560696188341603605,fixed commission,,,,10,214000,21400,,,,,,,,0,0,14/10/2025 10:30:45,17/10/2025 19:42:01,14/10/2025 10:30:46,17/10/2025 19:42:01,,20/10/2025 07:39:02,TTS,Open/Target Collaboration
580763333178852564,1731845650785863224,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG ABCD","OVS-T.Chữ B- Be, M",1731845909157479992,,214000,262600,VND,1,Thanh toán khi giao hàng,Đang xử lý,duwn216,Video,7560696188341603605,fixed commission,,,,10,214000,21400,,,,,,,,0,0,14/10/2025 10:30:45,17/10/2025 19:42:01,14/10/2025 10:30:46,17/10/2025 19:42:01,,20/10/2025 07:39:02,TTS,Open/Target Collaboration
580763827844777105,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ M- Đen, M",1731840122176439864,,179740,258100,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7558327557628710152,fixed commission,,,,10,179740,17974,,,,,,,,0,0,14/10/2025 11:12:53,14/10/2025 11:12:59,14/10/2025 11:12:59,16/10/2025 11:24:51,,19/10/2025 11:40:48,TTS,Open/Target Collaboration
580763827844777105,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ N- Đen, L",1731840122176833080,,184040,258100,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7558327557628710152,fixed commission,,,,10,184040,18404,,,,,,,,0,0,14/10/2025 11:12:53,14/10/2025 11:12:59,14/10/2025 11:12:59,16/10/2025 11:24:51,,19/10/2025 11:40:48,TTS,Open/Target Collaboration
580763956486506309,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ Đ- Trắng, M",1732018566856345144,,214000,275200,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,unmevn33,Video,7536124653316902162,fixed commission,,,,8,214000,17120,,,,,,,,0,0,14/10/2025 11:25:00,14/10/2025 11:25:39,14/10/2025 11:25:39,16/10/2025 13:31:25,,19/10/2025 10:03:20,TTS,Open/Target Collaboration
580764038047171851,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ N- Đen, L",1731840122176833080,,199000,275300,VND,1,Thanh toán khi giao hàng,Đang xử lý,unmevn33,Video,7537164770575781128,fixed commission,0,0,0,8,199000,15920,,,,,,,,0,0,14/10/2025 11:30:14,,14/10/2025 11:30:16,,,,TTS,Open/Target Collaboration
580764126741955896,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ N- Đen, L",1731840122176833080,,186180,262600,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7559439346651106568,fixed commission,,,,10,186180,18618,,,,,,,,0,0,14/10/2025 11:40:46,18/10/2025 19:09:23,14/10/2025 11:40:47,18/10/2025 19:09:23,,21/10/2025 08:03:43,TTS,Open/Target Collaboration
580764126741955896,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ T- Đen, M",1731840122178078264,,186180,262600,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7559439346651106568,fixed commission,,,,10,186180,18618,,,,,,,,0,0,14/10/2025 11:40:46,18/10/2025 19:09:23,14/10/2025 11:40:47,18/10/2025 19:09:23,,21/10/2025 08:03:43,TTS,Open/Target Collaboration
580764234646783099,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ N- Đen, XS",1731840122176636472,,214000,264700,VND,1,Không áp dụng thanh toán khi giao hàng,Đang xử lý,l_hanhhhh,Video,7559111372672339221,fixed commission,,,,,214000,,,,3,6420,,,,0,0,14/10/2025 11:46:43,14/10/2025 11:46:47,14/10/2025 11:46:48,15/10/2025 19:19:26,,18/10/2025 08:52:10,TTS,Open/Target Collaboration
580764266637264483,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ T- Trắng, XS",1731840098899428920,,179740,285000,VND,1,Thanh toán khi giao hàng,Đang xử lý,anhlinh.emhuong,Video,7546958293659340050,fixed commission,,,,,179740,,,,5,8987,,,,0,0,14/10/2025 11:49:19,18/10/2025 18:48:47,14/10/2025 11:49:20,18/10/2025 18:48:47,,,TTS,Open/Target Collaboration
580764248751965843,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ H- Trắng, M",1731840098897266232,,184040,258100,VND,1,Thanh toán khi giao hàng,Đang xử lý,lamyeumeynhattrandoi,Video,7550298046932765970,fixed commission,,,,10,184040,18404,,,,,,,,0,0,14/10/2025 11:50:22,15/10/2025 14:59:16,14/10/2025 11:50:24,15/10/2025 14:59:16,,18/10/2025 12:22:01,TTS,Open/Target Collaboration
580764248751965843,1731838917675222584,"Áo thun THÊU cặp đôi BY.DUNI nam nữ form rộng Local Brand tay lỡ unisex, áo cặp bạn thân chữ cái KÝ TỰ YÊU THƯƠNG DHLC","OVS-T.Chữ H- Trắng, S",1731840098897200696,,184040,258100,VND,1,Thanh toán khi giao hàng,Đang xử lý,lamyeumeynhattrandoi,Video,7550298046932765970,fixed commission,,,,10,184040,18404,,,,,,,,0,0,14/10/2025 11:50:22,15/10/2025 14:59:16,14/10/2025 11:50:24,15/10/2025 14:59:16,,18/10/2025 12:22:01,TTS,Open/Target Collaboration
580764862547723871,1731547262181738040,"Áo THÊU đôi BY.DUNI thun nam nữ form rộng Local Brand unisex, áo cặp bạn thân cotton THỎ VÀ CÁO","OVS-T.Thỏ-Đen, S",1731547471755052600,,204000,430000,VND,1,Thanh toán khi giao hàng,Đã hủy,unmevn33,Video,7536124653316902162,fixed commission,0,0,0,5,204000,10200,,,,,,,,0,0,14/10/2025 12:41:43,,14/10/2025 12:41:44,,,,TTS,Open/Target Collaboration
